,Start Time,End Time,Trip Duration,Start Station,End Station,User Type
711058,4/6/2017 7:13,4/6/2017 7:31,1068.112,13th St & New York Ave NW,13th & D St NE,Subscriber
744307,4/9/2017 8:43,4/9/2017 9:03,1196.262,New York Ave & Hecht Ave NE,5th & K St NW,Customer
718513,4/7/2017 7:57,4/7/2017 8:02,296.292,Lincoln Park / 13th & East Capitol St NE ,15th St & Massachusetts Ave SE,Subscriber
110400,1/21/2017 16:28,1/21/2017 16:33,316.995,17th & K St NW,17th St & Massachusetts Ave NW,Subscriber
1503879,6/12/2017 6:14,6/12/2017 6:22,496.059,Eastern Market Metro / Pennsylvania Ave & 7th St SE,13th & D St NE,Subscriber
837378,4/15/2017 10:46,4/15/2017 11:13,1623.212,Georgia & New Hampshire Ave NW,Kennedy Center,Subscriber
345535,2/22/2017 22:01,2/22/2017 22:08,406.082,14th & Belmont St NW,Thomas Circle,Subscriber
830323,4/15/2017 5:02,4/15/2017 6:02,3586.545,Independence Ave & L'Enfant Plaza SW/DOE,14th St & Colorado Ave NW,Subscriber
710414,4/6/2017 6:42,4/6/2017 6:45,152.728,17th St & Massachusetts Ave NW,17th & K St NW / Farragut Square,Subscriber
221788,2/7/2017 17:09,2/7/2017 17:16,427.08,Market Square / King St & Royal St,King St Metro South,Subscriber
373142,2/25/2017 11:27,2/25/2017 12:29,3707.239,3rd St & Pennsylvania Ave SE,Jefferson Dr & 14th St SW,Customer
827899,4/15/2017 3:31,4/15/2017 3:43,717.492,Lincoln Memorial,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,Customer
683117,4/4/2017 3:45,4/4/2017 3:54,535.693,10th & K St NW,New Jersey Ave & R St NW,Subscriber
677866,4/3/2017 8:05,4/3/2017 8:13,446.398,Adams Mill & Columbia Rd NW,14th & Irving St NW,Subscriber
15923,1/4/2017 19:22,1/4/2017 19:33,641.72,Thomas Circle,18th & R St NW,Subscriber
499522,3/15/2017 6:55,3/15/2017 6:57,140.163,23rd & Crystal Dr,27th & Crystal Dr,Subscriber
1101843,5/9/2017 6:54,5/9/2017 7:03,575.332,1st & O St NW,6th St & Indiana Ave NW,Subscriber
1668443,6/25/2017 3:01,6/25/2017 3:21,1172.45,Constitution Ave & 2nd St NW/DOL,New York Ave & 15th St NW,Customer
1387214,6/3/2017 7:06,6/3/2017 7:46,2364.636,New York Ave & 15th St NW,Constitution Ave & 2nd St NW/DOL,Customer
1411982,6/5/2017 6:56,6/5/2017 7:10,873.326,Arlington Blvd & Fillmore St,Lincoln Memorial,Subscriber
1249369,5/22/2017 7:26,5/22/2017 7:31,341.717,Clarendon Metro / Wilson Blvd & N Highland St,Court House Metro / 15th & N Uhle St ,Subscriber
1253127,5/23/2017 2:02,5/23/2017 2:23,1291.084,8th & F St NW,Eckington Pl & Q St NE,Subscriber
656757,4/1/2017 12:55,4/1/2017 1:03,538.432,New Jersey Ave & R St NW,Georgia Ave and Fairmont St NW,Subscriber
1165950,5/15/2017 12:27,5/15/2017 12:39,730.821,39th & Veazey St NW,Calvert St & Woodley Pl NW,Subscriber
726676,4/8/2017 4:58,4/8/2017 5:30,1928.068,Jefferson Dr & 14th St SW,Jefferson Dr & 14th St SW,Customer
1166276,5/15/2017 12:56,5/15/2017 1:03,431.107,18th St & Wyoming Ave NW,15th & P St NW,Subscriber
1431504,6/6/2017 12:51,6/6/2017 12:55,217.624,Madison & Fairfax St,Madison & N Henry St,Subscriber
16336,1/4/2017 20:52,1/4/2017 20:56,274.754,17th & Corcoran St NW,20th St & Florida Ave NW,Subscriber
1579628,6/18/2017 3:53,6/18/2017 4:12,1138.095,Constitution Ave & 2nd St NW/DOL,14th & D St NW / Ronald Reagan Building,Customer
572395,3/24/2017 18:02,3/24/2017 18:42,2422.876,Lincoln Memorial,1st & D St SE,Customer
1162396,5/15/2017 8:14,5/15/2017 8:33,1103.286,4th & W St NE,20th St & Florida Ave NW,Subscriber
1425568,6/6/2017 7:38,6/6/2017 7:54,1007.564,19th & East Capitol St SE,1st & M St NE,Subscriber
624933,3/29/2017 14:07,3/29/2017 14:33,1581.62,Lincoln Memorial,Jefferson Memorial,Customer
1298167,5/27/2017 3:33,5/27/2017 3:47,813.108,Potomac Ave & 35th St S,Pentagon City Metro / 12th & S Hayes St,Subscriber
1017727,5/1/2017 6:28,5/1/2017 6:40,740.781,2nd St & Massachusetts Ave NE,Jefferson Dr & 14th St SW,Customer
1040678,5/3/2017 5:36,5/3/2017 5:46,626.322,Wilson Blvd & Franklin Rd,Ballston Metro / N Stuart & 9th St N,Subscriber
1560469,6/16/2017 8:53,6/16/2017 8:57,225.859,Virginia Square Metro / N Monroe St & 9th St N,Fairfax Dr & Wilson Blvd,Subscriber
1512393,6/13/2017 2:48,6/13/2017 3:17,1770.271,4th & C St SW,Jefferson Dr & 14th St SW,Customer
1641307,6/23/2017 4:27,6/23/2017 4:55,1735.561,6th & S Ball St,6th & S Ball St,Customer
6093,1/3/2017 8:30,1/3/2017 8:34,259.394,8th & F St NE,Columbus Circle / Union Station,Subscriber
277379,2/15/2017 16:14,2/15/2017 16:23,550.609,17th St & Massachusetts Ave NW,New Hampshire Ave & 24th St NW,Subscriber
875498,4/18/2017 9:19,4/18/2017 9:36,1028.779,Connecticut Ave & Newark St NW / Cleveland Park,15th & P St NW,Subscriber
26156,1/6/2017 16:04,1/6/2017 16:26,1296.696,USDA / 12th & Independence Ave SW,Columbus Circle / Union Station,Subscriber
1398901,6/4/2017 5:21,6/4/2017 5:41,1215.422,Georgetown Harbor / 30th St NW,Washington & Independence Ave SW/HHS,Subscriber
878427,4/19/2017 1:44,4/19/2017 2:02,1077.572,Radford & Osage St,Eisenhower Ave & Mill Race Ln,Subscriber
1340627,5/31/2017 1:32,5/31/2017 1:33,95.878,Key West Ave & Great Seneca Hwy,Key West Ave & Great Seneca Hwy,Subscriber
1147884,5/14/2017 6:57,5/14/2017 7:21,1465.708,21st & M St NW,25th St & Pennsylvania Ave NW,Customer
1630969,6/22/2017 6:34,6/22/2017 7:01,1579.1,11th & F St NW,9th & Upshur St NW,Subscriber
644964,3/31/2017 17:37,3/31/2017 17:45,469.989,12th & L St NW,1st & Rhode Island Ave NW,Subscriber
1218538,5/19/2017 12:57,5/19/2017 1:38,2494.666,37th & O St NW / Georgetown University,4th & C St SW,Customer
403330,3/1/2017 8:50,3/1/2017 9:00,556.964,21st St & Pennsylvania Ave NW,14th & D St NW / Ronald Reagan Building,Subscriber
556288,3/22/2017 19:29,3/22/2017 19:32,152.595,Lincoln Park / 13th & East Capitol St NE ,13th & D St NE,Subscriber
1160011,5/15/2017 6:47,5/15/2017 8:37,6574.261,11th & Kenyon St NW,Kennedy Center,Subscriber
325098,2/20/2017 17:20,2/20/2017 18:00,2394.202,Columbia Rd & Georgia Ave NW,Columbia Rd & Georgia Ave NW,Customer
1192302,5/17/2017 12:13,5/17/2017 12:25,720.59,Alabama & MLK Ave SE,Pleasant St & MLK Ave SE,Subscriber
1736185,6/29/2017 10:44,6/29/2017 11:10,1552.568,4th & M St SW,Columbus Circle / Union Station,Customer
757824,4/10/2017 7:50,4/10/2017 7:59,552.146,Connecticut & Nebraska Ave NW,Yuma St & Tenley Circle NW,Subscriber
1744636,6/30/2017 7:22,6/30/2017 7:34,738.385,New Jersey Ave & N St NW/Dunbar HS,Washington & Independence Ave SW/HHS,Subscriber
665069,4/2/2017 7:18,4/2/2017 7:47,1753.794,Wisconsin Ave & O St NW,1st & H St NW,Subscriber
156970,1/29/2017 10:14,1/29/2017 10:28,812.682,6th & H St NE,4th & E St SW,Subscriber
103004,1/20/2017 17:54,1/20/2017 18:00,397.95,11th & M St NW,Thomas Circle,Subscriber
668901,4/2/2017 11:46,4/2/2017 11:56,604.089,Georgia & New Hampshire Ave NW,7th & T St NW,Subscriber
1481070,6/10/2017 8:34,6/10/2017 9:16,2529.414,8th & F St NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Customer
1159684,5/15/2017 6:35,5/15/2017 7:40,3890.043,39th & Calvert St NW / Stoddert,14th & D St NW / Ronald Reagan Building,Customer
475860,3/10/2017 6:38,3/10/2017 6:49,654.282,16th & R St NW,17th & G St NW,Subscriber
488961,3/12/2017 14:53,3/12/2017 15:25,1914.109,15th & K St NW,Maryland & Independence Ave SW,Customer
266411,2/14/2017 7:48,2/14/2017 8:04,966.484,Florida Ave & R St NW,L'Enfant Plaza / 7th & C St SW,Subscriber
829577,4/15/2017 4:34,4/15/2017 4:40,344.12,Takoma Metro,Maple & Ritchie Ave,Subscriber
836314,4/15/2017 9:55,4/15/2017 10:07,714.894,5th St & Massachusetts Ave NW,19th & K St NW,Subscriber
1389470,6/3/2017 9:15,6/3/2017 11:26,7835.038,East Falls Church Metro/Sycamore St & 19th St N,14th & G St NW,Customer
780362,4/12/2017 3:55,4/12/2017 4:02,434.555,Adams Mill & Columbia Rd NW,14th & V St NW,Subscriber
13699,1/4/2017 16:31,1/4/2017 16:37,396.818,18th & M St NW,M St & Pennsylvania Ave NW,Subscriber
193589,2/3/2017 12:37,2/3/2017 12:44,419.133,23rd & Crystal Dr,12th & Army Navy Dr,Subscriber
1696402,6/27/2017 4:41,6/27/2017 4:53,707.013,Columbus Circle / Union Station,15th & East Capitol St NE,Subscriber
1227315,5/20/2017 8:42,5/20/2017 9:00,1099.59,King St Metro North / Cameron St,King St Metro North / Cameron St,Customer
1531708,6/14/2017 7:45,6/14/2017 8:00,901.119,Rhode Island Ave & V St NE,5th & F St NW,Subscriber
697379,4/5/2017 5:04,4/5/2017 5:14,611.031,17th & K St NW / Farragut Square,5th & K St NW,Subscriber
1055030,5/4/2017 6:28,5/4/2017 6:33,300.358,Convention Center / 7th & M St NW,3rd & H St NW,Subscriber
670231,4/2/2017 12:46,4/2/2017 12:55,541.878,15th & P St NW,California St & Florida Ave NW,Subscriber
1147697,5/14/2017 6:43,5/14/2017 7:34,3045.979,17th St & Independence Ave SW,Maine Ave & 7th St SW,Customer
1498450,6/11/2017 12:19,6/11/2017 12:29,651.192,14th & Belmont St NW,24th & N St NW,Subscriber
953937,4/26/2017 9:04,4/26/2017 9:28,1422.665,17th St & Independence Ave SW,2nd St & Massachusetts Ave NE,Subscriber
1179066,5/16/2017 11:34,5/16/2017 11:50,918.37,17th & K St NW / Farragut Square,L'Enfant Plaza / 7th & C St SW,Subscriber
540931,3/21/2017 9:25,3/21/2017 9:47,1312.705,10th & K St NW,17th St & Massachusetts Ave NW,Customer
1102693,5/9/2017 7:27,5/9/2017 8:44,4653.676,22nd & I St NW / Foggy Bottom,37th & O St NW / Georgetown University,Customer
89372,1/18/2017 17:54,1/18/2017 18:02,495.298,Thomas Circle,7th & F St NW/Portrait Gallery,Subscriber
1552364,6/16/2017 2:52,6/16/2017 2:57,295.521,17th & Corcoran St NW,12th & U St NW,Subscriber
166253,1/30/2017 19:17,1/30/2017 19:23,379.938,1st & O St NW,5th St & Massachusetts Ave NW,Subscriber
410768,3/2/2017 7:28,3/2/2017 7:34,339.842,Mount Vernon Ave & E Nelson Ave,Madison & N Henry St,Subscriber
1388634,6/3/2017 8:27,6/3/2017 10:22,6881.354,17th St & Independence Ave SW,1st & Rhode Island Ave NW,Customer
73438,1/15/2017 19:20,1/15/2017 19:27,454.05,14th & Irving St NW,Calvert St & Woodley Pl NW,Subscriber
875390,4/18/2017 9:12,4/18/2017 9:17,276.157,Connecticut & Nebraska Ave NW,Van Ness Metro / UDC,Subscriber
581349,3/25/2017 13:44,3/25/2017 15:11,5207.594,Norfolk Ave & Fairmont St,31st & Water St NW,Customer
911927,4/21/2017 9:02,4/21/2017 9:11,540.341,17th St & Massachusetts Ave NW,New York Ave & 15th St NW,Subscriber
1504951,6/12/2017 6:53,6/12/2017 8:07,4425.589,10th St & Constitution Ave NW,M St & Pennsylvania Ave NW,Customer
863100,4/17/2017 9:51,4/17/2017 9:53,121.585,Calvert & Biltmore St NW,Calvert St & Woodley Pl NW,Subscriber
744674,4/9/2017 9:12,4/9/2017 9:21,583.772,21st & M St NW,Georgetown Harbor / 30th St NW,Customer
1005843,4/30/2017 6:52,4/30/2017 9:02,7757.518,10th & Monroe St NE,10th & Monroe St NE,Subscriber
476596,3/10/2017 7:59,3/10/2017 8:01,90.204,14th & Belmont St NW,14th & V St NW,Subscriber
509661,3/17/2017 9:47,3/17/2017 9:58,647.452,Hains Point/Buckeye & Ohio Dr SW,Independence Ave & L'Enfant Plaza SW/DOE,Customer
817841,4/14/2017 7:58,4/14/2017 8:15,1033.053,Jefferson Dr & 14th St SW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1395499,6/4/2017 2:06,6/4/2017 2:16,598.932,3rd & Tingey St SE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Customer
860712,4/17/2017 7:52,4/17/2017 8:04,752.523,Columbus Circle / Union Station,Jefferson Dr & 14th St SW,Subscriber
962501,4/27/2017 6:41,4/27/2017 7:00,1093.601,New Jersey Ave & R St NW,Lynn & 19th St North,Subscriber
400982,2/28/2017 22:24,2/28/2017 22:30,404.953,Metro Center / 12th & G St NW,17th & G St NW,Subscriber
1646982,6/23/2017 8:32,6/23/2017 9:43,4245.157,Hamlin & 7th St NE,Hamlin & 7th St NE,Customer
310859,2/19/2017 14:31,2/19/2017 15:39,4049.233,Ballenger Ave & Dulaney St,Ballenger Ave & Dulaney St,Customer
1333464,5/30/2017 5:34,5/30/2017 5:50,932.461,Lamont & Mt Pleasant NW,New Hampshire Ave & 24th St NW,Subscriber
491702,3/13/2017 7:18,3/13/2017 7:22,248.095,5th St & Massachusetts Ave NW,Metro Center / 12th & G St NW,Subscriber
254142,2/11/2017 21:34,2/11/2017 21:37,204.789,California St & Florida Ave NW,15th & W St NW,Subscriber
270010,2/14/2017 16:58,2/14/2017 17:19,1260.53,20th & O St NW / Dupont South,Connecticut Ave & Newark St NW / Cleveland Park,Subscriber
1660526,6/24/2017 9:01,6/24/2017 9:09,495.978,22nd & P ST NW,14th & R St NW,Subscriber
1463434,6/9/2017 5:47,6/9/2017 5:59,695.784,Virginia Square Metro / N Monroe St & 9th St N,Wilson Blvd & N Uhle St,Subscriber
1230410,5/20/2017 11:25,5/20/2017 11:32,410.727,North Capitol St & F St NW,1st & M St NE,Customer
712787,4/6/2017 8:35,4/6/2017 8:43,498.21,13th & D St NE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1214634,5/19/2017 8:50,5/19/2017 9:13,1360.094,N Veitch  & 20th St N,18th & C St NW,Subscriber
1350442,5/31/2017 9:53,5/31/2017 10:05,713.027,Cordell & Norfolk Ave,Friendship Hts Metro/Wisconsin Ave & Wisconsin Cir,Subscriber
284767,2/16/2017 17:22,2/16/2017 17:33,654.455,M St & Delaware Ave NE,15th & F St NE,Subscriber
1383258,6/3/2017 3:24,6/3/2017 4:02,2269.549,Jefferson Dr & 14th St SW,4th St & Madison Dr NW,Customer
898498,4/20/2017 8:08,4/20/2017 8:22,796.059,15th & K St NW,15th & K St NW,Subscriber
50966,1/12/2017 8:16,1/12/2017 8:19,161.378,Eastern Market / 7th & North Carolina Ave SE,3rd St & Pennsylvania Ave SE,Subscriber
445885,3/7/2017 8:43,3/7/2017 8:48,259.987,13th & H St NE,Gallaudet / 8th St & Florida Ave NE,Subscriber
223265,2/7/2017 18:11,2/7/2017 18:35,1413.47,Wilson Blvd & N Uhle St,14th & L St NW,Subscriber
889592,4/19/2017 12:43,4/19/2017 12:48,294.798,8th & F St NW,Metro Center / 12th & G St NW,Customer
1535345,6/14/2017 9:56,6/14/2017 10:03,423.571,3000 Connecticut Ave NW / National Zoo,Van Ness Metro / UDC,Subscriber
828881,4/15/2017 4:07,4/15/2017 5:08,3667.249,24th & R St NE / National Arboretum,24th & R St NE / National Arboretum,Customer
1743849,6/30/2017 6:52,6/30/2017 7:04,741.182,10th & K St NW,18th St & Wyoming Ave NW,Customer
174268,1/31/2017 20:42,1/31/2017 20:46,220.631,15th & P St NW,15th & L St NW,Subscriber
36696,1/9/2017 21:56,1/9/2017 23:33,5810.459,North Capitol St & F St NW,Eastern Market / 7th & North Carolina Ave SE,Subscriber
340395,2/22/2017 14:31,2/22/2017 14:34,176.321,Virginia Square Metro / N Monroe St & 9th St N,Fairfax Dr & Wilson Blvd,Subscriber
1316140,5/28/2017 12:03,5/28/2017 12:05,135.196,Park Rd & Holmead Pl NW,14th & Irving St NW,Subscriber
1064800,5/5/2017 5:34,5/5/2017 5:45,669.413,14th & L St NW,Florida Ave & R St NW,Subscriber
829686,4/15/2017 4:38,4/15/2017 5:07,1745.35,Connecticut Ave & Newark St NW / Cleveland Park,22nd & P ST NW,Subscriber
1147531,5/14/2017 6:31,5/14/2017 6:40,544.189,M St & Pennsylvania Ave NW,Henry Bacon Dr & Lincoln Memorial Circle NW,Subscriber
191453,2/3/2017 7:54,2/3/2017 8:05,678.384,Thomas Circle,5th St & Massachusetts Ave NW,Subscriber
638389,3/30/2017 16:37,3/30/2017 17:04,1625.076,19th & E Street NW,Pleasant St & MLK Ave SE,Subscriber
661070,4/2/2017 4:00,4/2/2017 4:10,576.749,14th & Harvard St NW,Adams Mill & Columbia Rd NW,Subscriber
149109,1/27/2017 17:36,1/27/2017 17:51,863.376,North Capitol St & G Pl NE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1534402,6/14/2017 9:06,6/14/2017 9:11,300.247,Columbus Circle / Union Station,8th & F St NE,Subscriber
1509514,6/12/2017 9:42,6/12/2017 9:50,496.882,3rd St & Pennsylvania Ave SE,6th St & Indiana Ave NW,Subscriber
1606314,6/20/2017 8:06,6/20/2017 8:15,536.715,10th & U St NW,17th & K St NW / Farragut Square,Subscriber
291950,2/17/2017 17:16,2/17/2017 17:23,433.656,18th & R St NW,12th & U St NW,Subscriber
1126591,5/12/2017 2:50,5/12/2017 2:56,316.339,Bethesda Ave & Arlington Rd,Bethesda Metro,Subscriber
1643949,6/23/2017 6:20,6/23/2017 6:27,431.328,17th & G St NW,14th & L St NW,Subscriber
242747,2/10/2017 8:34,2/10/2017 8:38,217.949,Washington Blvd & 7th St N,Clarendon Metro / Wilson Blvd & N Highland St,Subscriber
1141277,5/14/2017 1:19,5/14/2017 1:40,1283.804,10th & E St NW,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Customer
873067,4/18/2017 7:49,4/18/2017 7:54,318.496,1st & M St NE,North Capitol St & F St NW,Subscriber
451499,3/7/2017 19:31,3/7/2017 19:33,77.857,14th & G St NW,New York Ave & 15th St NW,Subscriber
365016,2/24/2017 16:16,2/24/2017 16:33,1053.128,Medical Center Metro ,Offutt Ln & Chevy Chase Dr,Subscriber
1415249,6/5/2017 8:56,6/5/2017 9:03,471.698,Washington & Independence Ave SW/HHS,3rd & D St SE,Subscriber
1725877,6/29/2017 4:15,6/29/2017 4:22,364.569,37th & O St NW / Georgetown University,Lynn & 19th St North,Subscriber
556551,3/22/2017 20:02,3/22/2017 21:05,3756.889,23rd & Eads St,Lincoln Memorial,Customer
98715,1/19/2017 23:21,1/19/2017 23:26,281.5,10th & U St NW,Florida Ave & R St NW,Subscriber
1187037,5/17/2017 7:36,5/17/2017 7:48,776.016,14th & Irving St NW,15th & Euclid St  NW,Subscriber
1184314,5/17/2017 6:07,5/17/2017 6:15,507.456,19th & L St NW,Lincoln Memorial,Subscriber
1541890,6/15/2017 5:54,6/15/2017 6:06,730.657,8th & F St NW,10th & G St NW,Customer
1387071,6/3/2017 6:58,6/3/2017 7:08,610.16,Columbus Circle / Union Station,6th & H St NE,Customer
1621919,6/21/2017 8:53,6/21/2017 8:59,356.964,Massachusetts Ave & Dupont Circle NW,17th & K St NW / Farragut Square,Subscriber
971441,4/28/2017 2:33,4/28/2017 3:26,3221.892,Massachusetts Ave & Dupont Circle NW,Calvert St & Woodley Pl NW,Customer
1158211,5/15/2017 5:47,5/15/2017 5:59,723.147,Jefferson Memorial,Jefferson Dr & 14th St SW,Customer
208279,2/6/2017 7:49,2/6/2017 7:59,627.757,4th & E St SW,North Capitol St & G Pl NE,Subscriber
549637,3/22/2017 7:26,3/22/2017 7:32,379.066,Florida Ave & R St NW,7th & T St NW,Subscriber
826262,4/15/2017 2:28,4/15/2017 4:47,8369.335,23rd & E St NW ,21st & M St NW,Customer
1130252,5/12/2017 8:48,5/12/2017 8:52,282.798,Wilson Blvd & Franklin Rd,Lee Hwy & N Adams St,Subscriber
1123704,5/11/2017 7:25,5/11/2017 7:41,957.921,Lincoln Park / 13th & East Capitol St NE ,14th & D St NW / Ronald Reagan Building,Subscriber
1070623,5/6/2017 3:58,5/6/2017 4:15,990.571,8th & O St NW,31st & Water St NW,Subscriber
402137,3/1/2017 7:44,3/1/2017 8:00,977.066,15th St & Massachusetts Ave SE,5th & F St NW,Subscriber
832978,4/15/2017 7:00,4/15/2017 7:20,1193.184,15th & K St NW,Jefferson Memorial,Subscriber
587414,3/25/2017 17:43,3/25/2017 18:08,1516.628,North Capitol St & G Pl NE,Massachusetts Ave & Dupont Circle NW,Customer
1473072,6/10/2017 1:17,6/10/2017 1:41,1460.715,13th & H St NE,4th & C St SW,Customer
590549,3/25/2017 22:02,3/25/2017 22:13,699.336,Lincoln Memorial,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Customer
1079419,5/7/2017 5:59,5/7/2017 6:07,477.507,6th St & Indiana Ave NW,Convention Center / 7th & M St NW,Subscriber
116724,1/23/2017 6:49,1/23/2017 6:56,384.043,3rd & Elm St NW,14th & R St NW,Subscriber
558808,3/23/2017 8:36,3/23/2017 8:51,920.877,Calvert & Biltmore St NW,19th & L St NW,Subscriber
531677,3/20/2017 11:13,3/20/2017 11:21,499.964,Columbia Pike & S Walter Reed Dr,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,Subscriber
1341368,5/31/2017 2:55,5/31/2017 3:02,401.048,New Hampshire Ave & T St NW,12th & U St NW,Subscriber
215213,2/6/2017 20:08,2/6/2017 20:17,540.212,3rd & Tingey St SE,Potomac & Pennsylvania Ave SE,Subscriber
760743,4/10/2017 10:03,4/10/2017 10:12,558.214,Wisconsin Ave & O St NW,20th & L St NW,Subscriber
837454,4/15/2017 10:49,4/15/2017 11:09,1198.48,New York Ave & 15th St NW,Jefferson Dr & 14th St SW,Customer
1494533,6/11/2017 8:31,6/11/2017 8:49,1060.301,22nd & I St NW / Foggy Bottom,Adams Mill & Columbia Rd NW,Customer
1053221,5/4/2017 5:24,5/4/2017 5:32,468.935,10th & U St NW,15th & Euclid St  NW,Subscriber
1018444,5/1/2017 6:57,5/1/2017 7:06,551.107,14th & Rhode Island Ave NW,7th & T St NW,Subscriber
1662307,6/24/2017 10:21,6/24/2017 10:45,1458.447,Pentagon City Metro / 12th & S Hayes St,Columbia Pike & S Orme St,Customer
511756,3/17/2017 15:53,3/17/2017 16:19,1551.133,22nd St & Constitution Ave NW,Columbus Circle / Union Station,Customer
324668,2/20/2017 16:53,2/20/2017 18:01,4065.492,Maryland & Independence Ave SW,16th & K St NW,Customer
655496,4/1/2017 11:41,4/1/2017 11:53,690.956,21st & M St NW,14th & R St NW,Subscriber
258160,2/12/2017 17:39,2/12/2017 17:47,507.135,23rd & Eads St,12th & Army Navy Dr,Subscriber
1710662,6/28/2017 3:48,6/28/2017 4:10,1305.464,Smithsonian-National Mall / Jefferson Dr & 12th St SW,Lincoln Memorial,Customer
1691618,6/26/2017 10:05,6/26/2017 10:31,1571.144,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Maryland Ave & E St NE,Subscriber
187711,2/2/2017 16:44,2/2/2017 16:53,544.35,10th St & Constitution Ave NW,Columbus Circle / Union Station,Subscriber
92291,1/19/2017 8:12,1/19/2017 8:19,436.063,15th & W St NW,Massachusetts Ave & Dupont Circle NW,Subscriber
961506,4/27/2017 6:09,4/27/2017 6:21,727.389,4th & M St SW,14th St & New York Ave NW,Subscriber
388674,2/27/2017 14:19,2/27/2017 14:23,255.587,37th & O St NW / Georgetown University,Wisconsin Ave & O St NW,Subscriber
1575336,6/17/2017 11:45,6/17/2017 11:50,273.136,14th & R St NW,Thomas Circle,Subscriber
471266,3/9/2017 17:13,3/9/2017 17:23,626.497,3rd & H St NE,Eastern Market Metro / Pennsylvania Ave & 7th St SE,Subscriber
1732386,6/29/2017 8:04,6/29/2017 8:11,420.926,15th St & Massachusetts Ave SE,Potomac Ave & 8th St SE,Subscriber
